EC50_1,SMILES,EC50_0,EC50_2,EC50_3,EC50_4,EC50_5
,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,,,,-3.380211241711606,
,[N]=O,,,,-0.8450980400142568,
,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,,,,-0.9420080530223132,
,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,,,,-0.6368220975871743,
,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,,,,-0.6989700043360189,
,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,,,,-0.8325089127062363,
,COc1ccsc1CNCCC1(c2ccccn2)CCOC2(CCCC2)C1,,,,-1.0791812460476249,
,CCCc1nc(C(C)(C)O)c(C(=O)Oc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,-3.3010299956639813,
,COc1ccc(CC(C)(C)NCC(O)c2cc(O)cc3c2OCC(=O)N3)cc1,,,,-8.459392487759231,
,Cc1ccccc1C(OCCN(C)C)c1ccccc1,,,,-0.4771212547196624,
,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,,,,-2.3010299956639813,
,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,,,,-1.0791812460476249,
,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,,,,-1.1760912590556811,
,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,,,,-2.0,
,NCCC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,,,,-0.7781512503836436,
,NCCCCC1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(c2ccccc2)NC(=O)C2CC(OC(=O)NCCN)CN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(OCc3ccccc3)cc2)NC1=O,,,,-0.6320232147054056,
,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,,,-2.5642714304385628,
,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,,,,-2.2081725266671217,
,CC(C)(S)C(N)C(=O)O,,,,-3.035189508908448,
,C1CCc2nnnn2CC1,,,,-1.1760912590556811,
,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,,,,-0.6020599913279624,
,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,,,-0.6368220975871743,
,CCC1C(=O)OCC1Cc1cncn1C,,,,-1.4771212547196624,
,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,,,-0.3010299956639812,
,CCC(C)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C1CSSCC(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N1)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(N)=O)C(C)O)C(C)C)C(C)O,,,,-0.6989700043360189,
,CC(C)CC(CN)CC(=O)O,,,,-3.22219604630172,
,CNNCc1ccc(C(=O)NC(C)C)cc1,,,,-1.4471580313422192,
,CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,,,,-1.1760912590556811,
,CN(C)CCCN1c2ccccc2Sc2ccccc21,,,,-0.6020599913279624,
,CC(C)c1cccc(C(C)C)c1O,,,,-1.3010299956639813,
,CCCO,,,,-1.954242509439325,
,CCCc1cc(=O)[nH]c(=S)[nH]1,,,,-0.9164539485499252,
,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,,,,-0.4771212547196624,
,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,,,,-1.4471580313422192,
,CCC1=NC(=O)C2CSSCC/C=C/C(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,,,,-1.2844307338445196,
,CN(C)CC1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,,,,-1.6812412373755872,
,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,,,,-0.6989700043360189,
,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,,,,-1.1760912590556811,
,CON(C)Cc1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,,,,-1.6989700043360187,
,C#CCN(C)C(C)Cc1ccccc1,,,,-1.3010299956639813,
,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,,,,-2.7781512503836434,
,CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O,,,,-1.4471580313422192,
,O=C(O)C(S)C(S)C(=O)O,,,,-1.1760912590556811,
,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,,,,-4.380211241711606,
,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,,,,-2.829303772831025,
,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,,,,-1.414973347970818,
,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,,,,-1.414973347970818,
,C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(/C(C)=C/C3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,,,,-1.166331421766525,
,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,,,-1.5314789170422551,
,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,,,,-0.6020599913279624,
,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,,,,-2.865301426102544,
,CC(S)C(=O)NCC(=O)O,,,,-2.6989700043360187,
,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,,,,-1.6720978579357175,
,COc1cccc(C2(O)CCCCC2CN(C)C)c1,,,,-0.0,
,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1,,,,-0.5440680443502757,
,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,,,-2.342422680822206,
,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,,,,-1.414973347970818,
,O=C(Nc1ccc(CC2CCC(C(O)c3ccccc3)N2)cc1)C1CCc2nccc(=O)n21,,,,-2.4771212547196626,
,C=CC(N)CCC(=O)O,,,,-0.6020599913279624,
,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5cc(C(N)=O)oc5c4)CC3)c2c1,,,,-1.9420080530223127,
,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,,,,-0.7481880270062004,
,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,,,,-0.3010299956639812,
,O=C(CCCCCCC(O)=NO)Nc1ccccc1,,,,-2.1760912590556813,
,Nc1ccn(C2CCC(CO)O2)c(=O)n1,,,,-2.5118833609788744,
,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,,,,-0.8061799739838872,
,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,,,,,-2.6532125137753435
,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,,,,,-1.6989700043360187
,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,,,,-1.4771212547196624
,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,,,,,-1.0
,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(C)=O)C(C)O)C(C)CC)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(N)=O,,,,,-1.8893017025063104
,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,,,,,-2.544068044350276
,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)no2)cc1,,,,,-1.0413926851582251
